food_id,state,food_class,food_name,portion_size_g,calories,protein_g,carbs_g,fat_g,is_veg,cooking_method,image_path
4815,Maharashtra,snack,samosa,127,354.92,6.44,36.15,19.03,veg,fried,images/samosa_4815.jpg
4816,Punjab,curry,butter_chicken,208,529.28,29.88,13.05,38.05,nonveg,gravy,images/butter_chicken_4816.jpg
4818,West Bengal,sweet,rasgulla,61,101.57,2.53,21.54,1.3,veg,syrup,images/rasgulla_4818.jpg
4819,Punjab,curry,paneer_butter_masala,197,458.93,15.89,19.07,33.51,veg,gravy,images/paneer_butter_masala_4819.jpg
4820,Punjab,curry,paneer_butter_masala,152,344.25,11.96,16.33,25.23,veg,gravy,images/paneer_butter_masala_4820.jpg
4821,West Bengal,sweet,rasgulla,197,360.59,7.76,65.25,3.8,veg,syrup,images/rasgulla_4821.jpg
4822,Maharashtra,snack,samosa,146,403.16,7.23,43.84,19.91,veg,fried,images/samosa_4822.jpg
4823,Tamil Nadu,idli,idli,121,138.53,3.82,24.65,1.24,veg,steamed,images/idli_4823.jpg
4825,Punjab,curry,paneer_butter_masala,232,529.93,18.95,23.16,42.69,veg,gravy,images/paneer_butter_masala_4825.jpg
4826,Tamil Nadu,idli,idli,147,167.11,4.5,30.79,1.39,veg,steamed,images/idli_4826.jpg
4828,Punjab,curry,paneer_butter_masala,191,418.15,15.49,18.05,35.48,veg,gravy,images/paneer_butter_masala_4828.jpg
4829,West Bengal,sweet,rasgulla,81,139.64,3.32,26.37,1.55,veg,syrup,images/rasgulla_4829.jpg
4830,Maharashtra,snack,samosa,85,237.33,4.29,26.78,12.14,veg,fried,images/samosa_4830.jpg
4831,Tamil Nadu,idli,idli,159,178.27,4.46,34.82,1.53,veg,steamed,images/idli_4831.jpg
4832,Maharashtra,snack,samosa,88,229.42,4.35,27.32,12.9,veg,fried,images/samosa_4832.jpg
4833,Odisha,dal,dalma,177,209.26,8.95,32.42,5.72,veg,boiled,images/dalma_4833.jpg
4834,Punjab,curry,paneer_butter_masala,174,412.57,13.12,18.65,29.57,veg,gravy,images/paneer_butter_masala_4834.jpg
4835,West Bengal,sweet,rasgulla,198,380.01,8.24,68.94,3.71,veg,syrup,images/rasgulla_4835.jpg
4836,Maharashtra,snack,samosa,61,157.4,3.25,19.29,8.7,veg,fried,images/samosa_4836.jpg
4837,Odisha,rice,pakhala,283,266.79,5.3,57.41,1.46,veg,fermented,images/pakhala_4837.jpg
4838,Maharashtra,snack,samosa,127,342.44,6.62,38.6,19.09,veg,fried,images/samosa_4838.jpg
4839,Maharashtra,snack,samosa,150,367.43,7.27,46.2,22.32,veg,fried,images/samosa_4839.jpg
4840,Punjab,curry,butter_chicken,262,625.14,36.96,15.51,49.78,nonveg,gravy,images/butter_chicken_4840.jpg
4841,Maharashtra,snack,samosa,95,240.27,5.03,26.46,14.04,veg,fried,images/samosa_4841.jpg
4842,West Bengal,sweet,rasgulla,142,263.87,5.61,52.45,2.73,veg,syrup,images/rasgulla_4842.jpg
4843,Maharashtra,snack,samosa,115,307.7,6.18,32.11,15.46,veg,fried,images/samosa_4843.jpg
4844,Tamil Nadu,dosa,masala_dosa,140,236.12,5.97,42.85,8.94,veg,fried,images/masala_dosa_4844.jpg
4845,Odisha,rice,pakhala,250,234.96,4.93,53.7,1.31,veg,fermented,images/pakhala_4845.jpg
4846,Maharashtra,snack,samosa,110,265.5,5.09,33.54,14.76,veg,fried,images/samosa_4846.jpg
4848,Odisha,sweet,chhena_poda,149,441.72,11.62,58.92,16.95,veg,baked,images/chhena_poda_4848.jpg
4849,West Bengal,sweet,rasgulla,123,212.61,4.76,44.63,2.64,veg,syrup,images/rasgulla_4849.jpg
4851,Punjab,curry,paneer_butter_masala,230,541.96,19.13,21.81,41.91,veg,gravy,images/paneer_butter_masala_4851.jpg
4852,Odisha,rice,pakhala,164,139.75,3.34,31.15,0.81,veg,fermented,images/pakhala_4852.jpg
4853,Tamil Nadu,idli,idli,146,164.49,4.51,31.67,1.53,veg,steamed,images/idli_4853.jpg
4854,Tamil Nadu,idli,idli,159,165.51,4.67,37.3,1.52,veg,steamed,images/idli_4854.jpg
4855,West Bengal,sweet,rasgulla,108,191.63,4.63,38.64,2.24,veg,syrup,images/rasgulla_4855.jpg
4856,Maharashtra,snack,samosa,58,148.59,2.72,16.16,7.58,veg,fried,images/samosa_4856.jpg
4857,Odisha,dal,dalma,195,221.22,9.99,34.45,5.9,veg,boiled,images/dalma_4857.jpg
4858,Odisha,sweet,chhena_poda,67,226.62,4.98,27.79,8.19,veg,baked,images/chhena_poda_4858.jpg
4860,Maharashtra,snack,samosa,119,291.65,5.49,34.75,17.44,veg,fried,images/samosa_4860.jpg
4861,West Bengal,sweet,rasgulla,114,213.81,4.64,41.34,2.11,veg,syrup,images/rasgulla_4861.jpg
4863,Tamil Nadu,idli,idli,84,86.26,2.38,19.91,0.82,veg,steamed,images/idli_4863.jpg
4864,West Bengal,sweet,rasgulla,59,100.51,2.39,19.11,1.22,veg,syrup,images/rasgulla_4864.jpg
4867,Odisha,rice,pakhala,251,231.87,4.82,48.86,1.16,veg,fermented,images/pakhala_4867.jpg
4869,Maharashtra,snack,samosa,83,227.79,3.84,23.27,10.9,veg,fried,images/samosa_4869.jpg
4870,Odisha,sweet,chhena_poda,122,364.45,10.47,46.81,14.92,veg,baked,images/chhena_poda_4870.jpg
4872,Odisha,rice,pakhala,299,260.26,5.52,61.49,1.41,veg,fermented,images/pakhala_4872.jpg
4875,Telangana,biryani,chicken_biryani,382,739.52,28.54,102.04,29.53,nonveg,fried,images/chicken_biryani_4875.jpg
4879,Maharashtra,snack,samosa,93,235.5,4.33,26.1,13.67,veg,fried,images/samosa_4879.jpg
4880,Odisha,rice,pakhala,267,225.26,5.24,57.07,1.33,veg,fermented,images/pakhala_4880.jpg
4881,Maharashtra,snack,samosa,114,285.61,6.11,31.91,16.61,veg,fried,images/samosa_4881.jpg
4882,Maharashtra,snack,samosa,120,314.79,6.03,36.77,16.27,veg,fried,images/samosa_4882.jpg
4883,Maharashtra,snack,samosa,98,254.28,4.62,29.05,14.78,veg,fried,images/samosa_4883.jpg
4884,West Bengal,sweet,rasgulla,82,153.35,3.54,29.06,1.71,veg,syrup,images/rasgulla_4884.jpg
4886,Maharashtra,snack,samosa,60,163.56,3.15,19.1,8.06,veg,fried,images/samosa_4886.jpg
4887,Tamil Nadu,dosa,masala_dosa,145,252.84,5.83,46.83,8.84,veg,fried,images/masala_dosa_4887.jpg
4888,Odisha,sweet,chhena_poda,163,503.69,13.63,63.14,19.19,veg,baked,images/chhena_poda_4888.jpg
4890,Punjab,curry,butter_chicken,170,440.27,26.27,9.52,29.14,nonveg,gravy,images/butter_chicken_4890.jpg
4892,Punjab,curry,paneer_butter_masala,224,509.32,17.11,23.17,40.85,veg,gravy,images/paneer_butter_masala_4892.jpg
4893,Tamil Nadu,dosa,masala_dosa,145,242.21,5.54,41.45,8.32,veg,fried,images/masala_dosa_4893.jpg
4895,Tamil Nadu,idli,idli,106,121.72,3.09,23.37,1.01,veg,steamed,images/idli_4895.jpg
4896,Odisha,dal,dalma,241,287.0,12.45,43.11,7.28,veg,boiled,images/dalma_4896.jpg
4897,Telangana,biryani,chicken_biryani,291,556.28,19.56,76.18,23.73,nonveg,fried,images/chicken_biryani_4897.jpg
4898,West Bengal,sweet,rasgulla,189,335.92,7.75,70.26,3.5,veg,syrup,images/rasgulla_4898.jpg
4899,Punjab,curry,paneer_butter_masala,177,400.82,13.82,17.33,34.01,veg,gravy,images/paneer_butter_masala_4899.jpg
4900,Odisha,dal,dalma,175,215.45,9.36,29.11,5.23,veg,boiled,images/dalma_4900.jpg
4902,West Bengal,sweet,rasgulla,192,351.95,7.65,65.15,3.91,veg,syrup,images/rasgulla_4902.jpg
4903,West Bengal,sweet,rasgulla,139,244.82,5.86,47.45,2.91,veg,syrup,images/rasgulla_4903.jpg
4905,Maharashtra,snack,samosa,82,218.66,3.98,23.48,11.09,veg,fried,images/samosa_4905.jpg
4907,Maharashtra,snack,samosa,72,172.31,3.64,19.95,10.66,veg,fried,images/samosa_4907.jpg
4908,Punjab,curry,butter_chicken,258,616.59,41.44,16.52,45.78,nonveg,gravy,images/butter_chicken_4908.jpg
4909,Tamil Nadu,idli,idli,80,92.7,2.26,16.51,0.76,veg,steamed,images/idli_4909.jpg
4912,Tamil Nadu,idli,idli,130,146.52,3.78,28.16,1.33,veg,steamed,images/idli_4912.jpg
4913,West Bengal,sweet,rasgulla,94,169.98,3.64,32.62,1.79,veg,syrup,images/rasgulla_4913.jpg
4914,West Bengal,sweet,rasgulla,134,254.3,5.66,47.41,2.74,veg,syrup,images/rasgulla_4914.jpg
4915,Maharashtra,snack,samosa,52,127.13,2.76,15.76,7.62,veg,fried,images/samosa_4915.jpg
4916,West Bengal,sweet,rasgulla,170,305.85,6.5,61.08,3.32,veg,syrup,images/rasgulla_4916.jpg
4919,West Bengal,sweet,rasgulla,68,112.89,2.66,23.61,1.38,veg,syrup,images/rasgulla_4919.jpg
4920,Tamil Nadu,idli,idli,119,136.1,3.48,25.57,1.24,veg,steamed,images/idli_4920.jpg
4921,Odisha,rice,pakhala,154,143.86,3.18,28.9,0.83,veg,fermented,images/pakhala_4921.jpg
4922,Telangana,biryani,chicken_biryani,231,407.24,15.86,53.26,19.36,nonveg,fried,images/chicken_biryani_4922.jpg
4923,Punjab,curry,paneer_butter_masala,159,369.12,13.31,16.62,30.88,veg,gravy,images/paneer_butter_masala_4923.jpg
4924,Maharashtra,snack,samosa,81,221.92,4.03,25.72,11.24,veg,fried,images/samosa_4924.jpg
4925,West Bengal,sweet,rasgulla,190,322.68,7.85,63.74,3.61,veg,syrup,images/rasgulla_4925.jpg
4927,Maharashtra,snack,samosa,53,136.01,2.63,17.05,7.37,veg,fried,images/samosa_4927.jpg
4928,Tamil Nadu,dosa,masala_dosa,188,309.57,7.37,52.47,11.42,veg,fried,images/masala_dosa_4928.jpg
4929,Maharashtra,snack,samosa,142,348.99,7.18,39.47,19.39,veg,fried,images/samosa_4929.jpg
4930,Punjab,curry,butter_chicken,185,432.83,28.89,10.45,32.84,nonveg,gravy,images/butter_chicken_4930.jpg
4931,Punjab,curry,paneer_butter_masala,293,608.89,22.4,29.27,49.86,veg,gravy,images/paneer_butter_masala_4931.jpg
4933,Tamil Nadu,idli,idli,196,198.76,6.27,42.32,1.87,veg,steamed,images/idli_4933.jpg
4934,Tamil Nadu,dosa,masala_dosa,161,272.05,6.42,47.48,9.94,veg,fried,images/masala_dosa_4934.jpg
4935,Tamil Nadu,dosa,masala_dosa,149,263.96,5.65,46.64,8.61,veg,fried,images/masala_dosa_4935.jpg
4936,Telangana,biryani,chicken_biryani,344,646.49,23.92,87.05,26.79,nonveg,fried,images/chicken_biryani_4936.jpg
4938,Odisha,sweet,chhena_poda,146,458.6,12.54,60.87,17.64,veg,baked,images/chhena_poda_4938.jpg
4939,Punjab,curry,paneer_butter_masala,221,523.1,18.26,22.84,42.18,veg,gravy,images/paneer_butter_masala_4939.jpg
4940,Tamil Nadu,idli,idli,114,132.01,3.16,23.86,1.06,veg,steamed,images/idli_4940.jpg
4941,Tamil Nadu,dosa,masala_dosa,125,224.04,5.06,37.15,7.95,veg,fried,images/masala_dosa_4941.jpg
4942,Tamil Nadu,idli,idli,85,87.42,2.75,18.7,0.8,veg,steamed,images/idli_4942.jpg
4944,Odisha,dal,dalma,224,280.13,10.73,39.31,6.32,veg,boiled,images/dalma_4944.jpg
4945,Maharashtra,snack,samosa,141,347.03,6.75,39.37,20.1,veg,fried,images/samosa_4945.jpg
4946,Punjab,curry,paneer_butter_masala,261,590.46,21.54,25.23,49.6,veg,gravy,images/paneer_butter_masala_4946.jpg
4948,Telangana,biryani,chicken_biryani,280,523.68,19.64,71.94,21.32,nonveg,fried,images/chicken_biryani_4948.jpg
4950,Odisha,dal,dalma,137,161.52,6.96,24.03,4.12,veg,boiled,images/dalma_4950.jpg
4951,Odisha,sweet,chhena_poda,110,349.99,8.92,46.48,12.92,veg,baked,images/chhena_poda_4951.jpg
4952,Punjab,curry,paneer_butter_masala,153,338.69,12.24,15.5,29.71,veg,gravy,images/paneer_butter_masala_4952.jpg
4953,Maharashtra,snack,samosa,136,366.78,6.51,38.24,19.53,veg,fried,images/samosa_4953.jpg
4955,West Bengal,sweet,rasgulla,132,236.35,5.33,42.57,2.46,veg,syrup,images/rasgulla_4955.jpg
4956,Maharashtra,snack,samosa,55,136.83,2.95,17.0,7.62,veg,fried,images/samosa_4956.jpg
4957,Tamil Nadu,dosa,masala_dosa,225,410.49,9.32,72.63,13.82,veg,fried,images/masala_dosa_4957.jpg
4958,Maharashtra,snack,samosa,147,372.75,7.71,43.33,21.41,veg,fried,images/samosa_4958.jpg
4959,Maharashtra,snack,samosa,64,168.19,3.31,20.2,9.27,veg,fried,images/samosa_4959.jpg
4961,Maharashtra,snack,samosa,138,382.15,7.26,39.8,18.56,veg,fried,images/samosa_4961.jpg
4962,Punjab,curry,butter_chicken,282,627.43,41.21,18.03,47.48,nonveg,gravy,images/butter_chicken_4962.jpg
4963,West Bengal,sweet,rasgulla,76,142.36,2.97,26.96,1.44,veg,syrup,images/rasgulla_4963.jpg
4965,West Bengal,sweet,rasgulla,61,102.3,2.56,22.46,1.28,veg,syrup,images/rasgulla_4965.jpg
4966,Punjab,curry,butter_chicken,260,592.04,40.86,14.39,43.49,nonveg,gravy,images/butter_chicken_4966.jpg
4967,Punjab,curry,butter_chicken,232,536.87,34.31,14.37,42.54,nonveg,gravy,images/butter_chicken_4967.jpg
4968,Maharashtra,snack,samosa,101,272.4,5.18,29.23,15.09,veg,fried,images/samosa_4968.jpg
4969,West Bengal,sweet,rasgulla,93,179.58,3.98,32.7,1.74,veg,syrup,images/rasgulla_4969.jpg
4970,Maharashtra,snack,samosa,118,299.57,5.44,35.35,17.52,veg,fried,images/samosa_4970.jpg
4971,Telangana,biryani,chicken_biryani,325,596.82,20.93,78.26,25.92,nonveg,fried,images/chicken_biryani_4971.jpg
4972,Odisha,sweet,chhena_poda,71,211.97,5.87,30.39,8.41,veg,baked,images/chhena_poda_4972.jpg
4973,Odisha,dal,dalma,161,189.24,8.54,27.59,4.79,veg,boiled,images/dalma_4973.jpg
4975,Maharashtra,snack,samosa,136,373.97,6.53,40.82,18.64,veg,fried,images/samosa_4975.jpg
4977,Odisha,sweet,chhena_poda,81,242.15,6.37,34.66,9.91,veg,baked,images/chhena_poda_4977.jpg
4978,West Bengal,sweet,rasgulla,125,227.22,4.81,41.97,2.42,veg,syrup,images/rasgulla_4978.jpg
4979,Tamil Nadu,idli,idli,155,183.37,4.94,31.43,1.64,veg,steamed,images/idli_4979.jpg
4980,Maharashtra,snack,samosa,98,258.15,4.6,31.73,14.72,veg,fried,images/samosa_4980.jpg
4982,Tamil Nadu,idli,idli,194,202.66,5.95,42.35,1.93,veg,steamed,images/idli_4982.jpg
4983,Punjab,curry,butter_chicken,217,536.74,31.17,13.97,39.62,nonveg,gravy,images/butter_chicken_4983.jpg
4984,Odisha,rice,pakhala,171,145.18,3.61,36.77,0.82,veg,fermented,images/pakhala_4984.jpg
4985,Odisha,rice,pakhala,249,235.88,5.22,52.36,1.25,veg,fermented,images/pakhala_4985.jpg
4986,Punjab,curry,butter_chicken,163,395.59,23.64,9.04,30.01,nonveg,gravy,images/butter_chicken_4986.jpg
4989,Tamil Nadu,idli,idli,106,112.12,3.37,24.04,1.1,veg,steamed,images/idli_4989.jpg
4990,Tamil Nadu,dosa,masala_dosa,186,315.51,7.11,51.49,11.18,veg,fried,images/masala_dosa_4990.jpg
4992,Odisha,dal,dalma,172,196.96,8.08,31.38,5.1,veg,boiled,images/dalma_4992.jpg
4993,Odisha,sweet,chhena_poda,111,332.57,8.54,43.76,13.55,veg,baked,images/chhena_poda_4993.jpg
4994,Punjab,curry,paneer_butter_masala,161,331.64,11.95,15.18,29.24,veg,gravy,images/paneer_butter_masala_4994.jpg
4996,Punjab,curry,butter_chicken,254,624.22,35.61,14.19,44.67,nonveg,gravy,images/butter_chicken_4996.jpg
4997,West Bengal,sweet,rasgulla,173,296.95,7.18,63.73,3.4,veg,syrup,images/rasgulla_4997.jpg
4998,Telangana,biryani,veg_biryani,279,439.87,14.02,72.81,13.49,veg,fried,images/veg_biryani_4998.jpg
4999,Telangana,biryani,veg_biryani,318,499.93,16.22,85.26,14.8,veg,fried,images/veg_biryani_4999.jpg
5000,Odisha,rice,pakhala,161,148.52,3.11,30.49,0.86,veg,fermented,images/pakhala_5000.jpg
5001,Punjab,curry,paneer_butter_masala,233,545.39,20.07,22.41,43.65,veg,gravy,images/paneer_butter_masala_5001.jpg
5002,Telangana,biryani,chicken_biryani,200,377.69,13.49,49.92,16.51,nonveg,fried,images/chicken_biryani_5002.jpg
5004,Punjab,curry,paneer_butter_masala,154,337.39,12.0,15.28,26.99,veg,gravy,images/paneer_butter_masala_5004.jpg
5006,Tamil Nadu,idli,idli,189,191.96,5.81,39.77,1.75,veg,steamed,images/idli_5006.jpg
5007,Maharashtra,snack,samosa,113,285.51,5.57,32.23,15.07,veg,fried,images/samosa_5007.jpg
5008,Maharashtra,snack,samosa,136,374.59,6.42,38.17,18.5,veg,fried,images/samosa_5008.jpg
5009,Odisha,rice,pakhala,260,244.45,5.14,49.5,1.21,veg,fermented,images/pakhala_5009.jpg
5010,Punjab,curry,paneer_butter_masala,169,349.34,13.04,17.76,30.22,veg,gravy,images/paneer_butter_masala_5010.jpg
5011,West Bengal,sweet,rasgulla,81,146.07,3.35,26.92,1.57,veg,syrup,images/rasgulla_5011.jpg
5012,Maharashtra,snack,samosa,135,368.86,6.34,40.96,19.26,veg,fried,images/samosa_5012.jpg
5013,West Bengal,sweet,rasgulla,133,245.83,5.64,44.94,2.53,veg,syrup,images/rasgulla_5013.jpg
5015,Punjab,curry,paneer_butter_masala,199,453.83,16.38,20.17,33.25,veg,gravy,images/paneer_butter_masala_5015.jpg
5016,Tamil Nadu,idli,idli,191,211.23,5.28,41.41,1.82,veg,steamed,images/idli_5016.jpg
5017,Odisha,rice,pakhala,225,213.15,4.34,46.08,1.1,veg,fermented,images/pakhala_5017.jpg
5018,Maharashtra,snack,samosa,140,390.67,7.51,38.67,20.16,veg,fried,images/samosa_5018.jpg
5019,West Bengal,sweet,rasgulla,126,231.27,5.37,42.12,2.36,veg,syrup,images/rasgulla_5019.jpg
5020,Tamil Nadu,idli,idli,97,112.54,2.8,21.44,0.92,veg,steamed,images/idli_5020.jpg
5021,Maharashtra,snack,samosa,82,199.44,3.87,24.86,11.3,veg,fried,images/samosa_5021.jpg
5024,Maharashtra,snack,samosa,61,169.8,3.28,18.47,9.2,veg,fried,images/samosa_5024.jpg
5025,Tamil Nadu,idli,idli,149,155.79,4.13,31.7,1.57,veg,steamed,images/idli_5025.jpg
5026,Odisha,sweet,chhena_poda,129,390.05,10.96,52.74,15.84,veg,baked,images/chhena_poda_5026.jpg
5029,West Bengal,sweet,rasgulla,68,115.35,2.52,25.08,1.45,veg,syrup,images/rasgulla_5029.jpg
5030,Maharashtra,snack,samosa,116,284.97,5.75,32.82,15.19,veg,fried,images/samosa_5030.jpg
5031,Punjab,curry,butter_chicken,276,687.1,42.49,16.11,49.09,nonveg,gravy,images/butter_chicken_5031.jpg
5032,Tamil Nadu,idli,idli,124,144.26,3.65,25.77,1.2,veg,steamed,images/idli_5032.jpg
5033,Tamil Nadu,idli,idli,120,128.86,3.7,25.44,1.12,veg,steamed,images/idli_5033.jpg
5034,Punjab,curry,paneer_butter_masala,276,621.66,23.62,27.82,47.67,veg,gravy,images/paneer_butter_masala_5034.jpg
5035,West Bengal,sweet,rasgulla,188,357.76,7.06,67.67,4.0,veg,syrup,images/rasgulla_5035.jpg
5036,Punjab,curry,butter_chicken,167,387.79,24.71,9.4,27.74,nonveg,gravy,images/butter_chicken_5036.jpg
5038,Odisha,rice,pakhala,187,175.05,3.75,35.56,0.89,veg,fermented,images/pakhala_5038.jpg
5039,Maharashtra,snack,samosa,65,177.45,3.31,19.29,9.65,veg,fried,images/samosa_5039.jpg
5040,Maharashtra,snack,samosa,132,327.92,6.56,37.4,19.43,veg,fried,images/samosa_5040.jpg
5041,Punjab,curry,paneer_butter_masala,177,419.9,15.1,18.78,33.5,veg,gravy,images/paneer_butter_masala_5041.jpg
5042,Odisha,sweet,chhena_poda,95,280.54,8.06,39.89,11.22,veg,baked,images/chhena_poda_5042.jpg
5043,Tamil Nadu,dosa,masala_dosa,125,196.29,4.65,38.48,8.08,veg,fried,images/masala_dosa_5043.jpg
5044,Odisha,rice,pakhala,296,280.02,6.13,55.38,1.44,veg,fermented,images/pakhala_5044.jpg
5045,Maharashtra,snack,samosa,106,266.14,4.91,33.92,15.99,veg,fried,images/samosa_5045.jpg
5046,West Bengal,sweet,rasgulla,189,341.27,6.99,62.64,3.87,veg,syrup,images/rasgulla_5046.jpg
5047,Odisha,rice,pakhala,253,245.37,5.24,54.4,1.35,veg,fermented,images/pakhala_5047.jpg
5048,Maharashtra,snack,samosa,150,404.82,8.0,42.53,21.13,veg,fried,images/samosa_5048.jpg
5050,Punjab,curry,paneer_butter_masala,222,494.3,17.62,22.08,39.35,veg,gravy,images/paneer_butter_masala_5050.jpg
5051,Maharashtra,snack,samosa,142,355.03,6.91,40.88,20.17,veg,fried,images/samosa_5051.jpg
5052,West Bengal,sweet,rasgulla,56,95.63,2.21,18.49,1.18,veg,syrup,images/rasgulla_5052.jpg
5054,West Bengal,sweet,rasgulla,135,250.58,5.48,48.16,2.81,veg,syrup,images/rasgulla_5054.jpg
5055,Tamil Nadu,idli,idli,127,150.07,3.63,29.81,1.28,veg,steamed,images/idli_5055.jpg
5056,Punjab,curry,paneer_butter_masala,273,630.52,22.09,26.69,47.45,veg,gravy,images/paneer_butter_masala_5056.jpg
5057,Tamil Nadu,idli,idli,151,161.85,4.58,34.99,1.52,veg,steamed,images/idli_5057.jpg
5058,Tamil Nadu,idli,idli,82,93.2,2.41,18.74,0.8,veg,steamed,images/idli_5058.jpg
5059,West Bengal,sweet,rasgulla,146,263.74,5.47,50.41,2.77,veg,syrup,images/rasgulla_5059.jpg
5060,Maharashtra,snack,samosa,66,174.01,3.21,18.31,9.3,veg,fried,images/samosa_5060.jpg
5061,Maharashtra,snack,samosa,121,308.27,6.02,35.12,18.07,veg,fried,images/samosa_5061.jpg
5062,West Bengal,sweet,rasgulla,143,268.96,5.7,52.3,3.02,veg,syrup,images/rasgulla_5062.jpg
5063,Odisha,sweet,chhena_poda,123,390.19,10.41,49.89,14.33,veg,baked,images/chhena_poda_5063.jpg
5064,Maharashtra,snack,samosa,137,378.61,7.25,42.33,20.66,veg,fried,images/samosa_5064.jpg
5065,Tamil Nadu,idli,idli,176,181.71,4.93,38.11,1.67,veg,steamed,images/idli_5065.jpg
5067,West Bengal,sweet,rasgulla,150,258.7,5.92,51.68,2.88,veg,syrup,images/rasgulla_5067.jpg
5068,Odisha,sweet,chhena_poda,91,305.03,7.42,37.92,10.48,veg,baked,images/chhena_poda_5068.jpg
5069,West Bengal,sweet,rasgulla,135,247.81,4.98,49.84,2.9,veg,syrup,images/rasgulla_5069.jpg
5070,Maharashtra,snack,samosa,112,268.25,5.37,32.05,15.52,veg,fried,images/samosa_5070.jpg
5071,Odisha,sweet,chhena_poda,131,444.99,11.16,54.2,16.36,veg,baked,images/chhena_poda_5071.jpg
5072,Odisha,rice,pakhala,265,232.67,4.91,49.48,1.25,veg,fermented,images/pakhala_5072.jpg
5073,Maharashtra,snack,samosa,127,342.96,6.55,39.58,18.33,veg,fried,images/samosa_5073.jpg
5074,Punjab,curry,butter_chicken,184,445.94,25.51,10.82,33.67,nonveg,gravy,images/butter_chicken_5074.jpg
5077,Maharashtra,snack,samosa,97,240.87,4.85,27.81,12.75,veg,fried,images/samosa_5077.jpg
5079,Tamil Nadu,dosa,masala_dosa,192,315.15,7.36,53.02,10.66,veg,fried,images/masala_dosa_5079.jpg
5080,West Bengal,sweet,rasgulla,181,342.97,7.66,66.04,3.75,veg,syrup,images/rasgulla_5080.jpg
5081,Odisha,dal,dalma,156,183.72,7.38,27.44,5.04,veg,boiled,images/dalma_5081.jpg
5082,Odisha,sweet,chhena_poda,53,166.1,4.29,21.45,6.84,veg,baked,images/chhena_poda_5082.jpg
5083,Punjab,curry,butter_chicken,244,582.72,33.91,15.69,44.26,nonveg,gravy,images/butter_chicken_5083.jpg
5084,West Bengal,sweet,rasgulla,148,247.08,5.78,49.67,3.19,veg,syrup,images/rasgulla_5084.jpg
5085,Odisha,rice,pakhala,274,263.9,5.13,55.77,1.47,veg,fermented,images/pakhala_5085.jpg
5086,Tamil Nadu,idli,idli,98,115.57,2.91,22.12,1.0,veg,steamed,images/idli_5086.jpg
5087,Maharashtra,snack,samosa,62,166.81,3.19,18.8,9.21,veg,fried,images/samosa_5087.jpg
5088,Punjab,curry,butter_chicken,159,364.53,22.26,10.16,27.42,nonveg,gravy,images/butter_chicken_5088.jpg
5089,West Bengal,sweet,rasgulla,69,123.09,2.98,25.06,1.37,veg,syrup,images/rasgulla_5089.jpg
5090,Maharashtra,snack,samosa,78,193.02,3.62,24.22,10.38,veg,fried,images/samosa_5090.jpg
5091,Tamil Nadu,idli,idli,114,132.75,3.53,24.17,1.13,veg,steamed,images/idli_5091.jpg
5092,West Bengal,sweet,rasgulla,73,125.52,2.75,25.03,1.39,veg,syrup,images/rasgulla_5092.jpg
5094,Tamil Nadu,dosa,masala_dosa,226,386.86,8.48,65.84,13.41,veg,fried,images/masala_dosa_5094.jpg
5095,Maharashtra,snack,samosa,119,319.74,6.4,33.43,17.15,veg,fried,images/samosa_5095.jpg
5096,Maharashtra,snack,samosa,61,149.47,2.91,17.34,8.39,veg,fried,images/samosa_5096.jpg
5100,Maharashtra,snack,samosa,65,169.11,3.5,20.73,9.3,veg,fried,images/samosa_5100.jpg
5101,Maharashtra,snack,samosa,129,315.47,6.71,36.71,19.28,veg,fried,images/samosa_5101.jpg
5102,Odisha,rice,pakhala,150,141.6,3.22,30.79,0.74,veg,fermented,images/pakhala_5102.jpg
5103,Maharashtra,snack,samosa,88,226.82,4.19,28.41,12.26,veg,fried,images/samosa_5103.jpg
5104,Telangana,biryani,chicken_biryani,346,654.89,24.01,81.37,27.86,nonveg,fried,images/chicken_biryani_5104.jpg
5105,Maharashtra,snack,samosa,77,200.23,3.86,22.82,11.57,veg,fried,images/samosa_5105.jpg
5106,Maharashtra,snack,samosa,131,332.05,6.19,42.17,18.96,veg,fried,images/samosa_5106.jpg
5107,Tamil Nadu,idli,idli,130,137.41,3.87,29.31,1.39,veg,steamed,images/idli_5107.jpg
5108,Tamil Nadu,dosa,masala_dosa,148,244.05,6.36,43.17,8.26,veg,fried,images/masala_dosa_5108.jpg
5109,West Bengal,sweet,rasgulla,168,304.45,6.42,60.56,3.4,veg,syrup,images/rasgulla_5109.jpg
5111,Maharashtra,snack,samosa,114,295.55,5.3,32.41,16.98,veg,fried,images/samosa_5111.jpg
5113,West Bengal,sweet,rasgulla,66,126.92,2.5,21.95,1.25,veg,syrup,images/rasgulla_5113.jpg
5114,Telangana,biryani,veg_biryani,332,533.78,15.88,90.9,16.1,veg,fried,images/veg_biryani_5114.jpg
5116,West Bengal,sweet,rasgulla,83,155.16,3.06,28.59,1.69,veg,syrup,images/rasgulla_5116.jpg
5117,West Bengal,sweet,rasgulla,190,339.95,7.76,66.54,3.79,veg,syrup,images/rasgulla_5117.jpg
5118,Punjab,curry,paneer_butter_masala,204,480.75,17.01,19.44,34.0,veg,gravy,images/paneer_butter_masala_5118.jpg
5119,Maharashtra,snack,samosa,104,252.14,5.15,28.72,15.22,veg,fried,images/samosa_5119.jpg
